Customer ID,Address,City,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
2441,Address_2441,Fresno,2441,6/27/2023,Complaint,Pending,12/6/2023
2442,Address_2442,Austin,2442,9/15/2023,Complaint,Resolved,9/16/2023
2443,Address_2443,Portland,2443,6/21/2023,Complaint,Pending,11/30/2023
2444,Address_2444,Las Vegas,2444,7/21/2023,Complaint,Pending,8/28/2023
2445,Address_2445,Sacramento,2445,10/20/2023,Complaint,Pending,10/3/2023
2446,Address_2446,Colorado Springs,2446,2/12/2023,Praise,Resolved,9/21/2023
2447,Address_2447,San Diego,2447,3/24/2023,Suggestion,Pending,1/18/2023
2448,Address_2448,Seattle,2448,6/4/2023,Suggestion,Resolved,2/18/2023
2449,Address_2449,San Jose,2449,6/25/2023,Suggestion,Pending,5/25/2023
2450,Address_2450,Las Vegas,2450,6/24/2023,Suggestion,Resolved,11/16/2023
2451,Address_2451,El Paso,2451,8/22/2023,Praise,Pending,4/26/2023
2452,Address_2452,Fort Worth,2452,3/26/2023,Complaint,Pending,1/4/2023
2453,Address_2453,Baltimore,2453,7/19/2023,Suggestion,Resolved,5/31/2023
2454,Address_2454,Milwaukee,2454,11/26/2023,Complaint,Pending,11/2/2023
2455,Address_2455,Louisville,2455,5/14/2023,Suggestion,Resolved,7/23/2023
2456,Address_2456,Washington,2456,1/27/2023,Praise,Resolved,9/14/2023
2457,Address_2457,Louisville,2457,6/25/2023,Praise,Pending,2/4/2023
2458,Address_2458,San Jose,2458,5/18/2023,Suggestion,Pending,8/10/2023
2459,Address_2459,Boston,2459,12/19/2023,Complaint,Resolved,5/29/2023
2460,Address_2460,San Antonio,2460,11/22/2023,Suggestion,Resolved,4/24/2023
2461,Address_2461,Philadelphia,2461,2/13/2023,Suggestion,Resolved,10/18/2023
2462,Address_2462,Las Vegas,2462,9/30/2023,Praise,Resolved,8/3/2023
2463,Address_2463,Denver,2463,11/6/2023,Complaint,Pending,1/23/2023
2464,Address_2464,Denver,2464,11/10/2023,Praise,Pending,7/6/2023
2465,Address_2465,Mesa,2465,9/27/2023,Suggestion,Resolved,11/17/2023
2466,Address_2466,Dallas,2466,1/29/2023,Praise,Pending,6/8/2023
2467,Address_2467,Mesa,2467,4/11/2023,Complaint,Resolved,1/27/2023
2468,Address_2468,Kansas City,2468,12/18/2023,Suggestion,Resolved,3/25/2023
2469,Address_2469,Omaha,2469,5/12/2023,Suggestion,Resolved,8/12/2023
2470,Address_2470,Memphis,2470,3/19/2023,Suggestion,Resolved,12/31/2023
2471,Address_2471,Las Vegas,2471,7/2/2023,Complaint,Resolved,1/22/2023
2472,Address_2472,Phoenix,2472,12/21/2023,Suggestion,Resolved,9/18/2023
2473,Address_2473,Detroit,2473,9/1/2023,Complaint,Pending,12/19/2023
2474,Address_2474,Columbus,2474,9/5/2023,Complaint,Resolved,12/23/2023
2475,Address_2475,Colorado Springs,2475,11/10/2023,Complaint,Pending,3/22/2023
2476,Address_2476,Memphis,2476,8/11/2023,Suggestion,Pending,6/28/2023
2477,Address_2477,Philadelphia,2477,3/2/2023,Praise,Pending,4/9/2023
2478,Address_2478,San Antonio,2478,5/5/2023,Praise,Pending,3/16/2023
2479,Address_2479,Atlanta,2479,4/14/2023,Suggestion,Pending,4/10/2023
2480,Address_2480,Seattle,2480,11/28/2023,Complaint,Resolved,2/17/2023
2481,Address_2481,El Paso,2481,6/26/2023,Suggestion,Pending,11/19/2023
2482,Address_2482,Kansas City,2482,10/9/2023,Praise,Pending,12/25/2023
2483,Address_2483,New York,2483,10/8/2023,Complaint,Pending,8/24/2023
2484,Address_2484,Houston,2484,12/17/2023,Suggestion,Resolved,2/28/2023
2485,Address_2485,Sacramento,2485,5/19/2023,Complaint,Resolved,9/20/2023
2486,Address_2486,El Paso,2486,9/1/2023,Praise,Resolved,11/3/2023
2487,Address_2487,Portland,2487,3/14/2023,Complaint,Resolved,9/1/2023
2488,Address_2488,Detroit,2488,7/19/2023,Suggestion,Pending,10/30/2023
2489,Address_2489,San Diego,2489,12/3/2023,Praise,Resolved,4/12/2023
2490,Address_2490,Indianapolis,2490,7/30/2023,Suggestion,Resolved,6/19/2023
2491,Address_2491,Chicago,2491,12/22/2023,Suggestion,Pending,12/5/2023
2492,Address_2492,Albuquerque,2492,9/28/2023,Suggestion,Resolved,11/26/2023
2493,Address_2493,Phoenix,2493,2/23/2023,Complaint,Pending,4/15/2023
2494,Address_2494,Oklahoma City,2494,11/2/2023,Praise,Resolved,6/5/2023
2495,Address_2495,Columbus,2495,8/31/2023,Suggestion,Resolved,10/29/2023
2496,Address_2496,Albuquerque,2496,1/1/2023,Suggestion,Pending,8/8/2023
2497,Address_2497,Detroit,2497,3/8/2023,Complaint,Pending,12/5/2023
2498,Address_2498,Philadelphia,2498,2/24/2023,Complaint,Resolved,5/23/2023
2499,Address_2499,Mesa,2499,5/8/2023,Complaint,Resolved,10/31/2023
2500,Address_2500,Omaha,2500,12/15/2023,Suggestion,Resolved,3/2/2023
2501,Address_2501,Phoenix,2501,12/20/2023,Suggestion,Resolved,6/27/2023
2502,Address_2502,San Jose,2502,2/13/2023,Praise,Resolved,6/23/2023
2503,Address_2503,Albuquerque,2503,12/21/2023,Suggestion,Pending,2/22/2023
2504,Address_2504,Indianapolis,2504,3/9/2023,Complaint,Pending,10/10/2023
2505,Address_2505,New York,2505,9/27/2023,Suggestion,Resolved,11/17/2023
2506,Address_2506,San Jose,2506,5/19/2023,Praise,Resolved,7/1/2023
2507,Address_2507,Austin,2507,8/20/2023,Complaint,Resolved,8/17/2023
2508,Address_2508,San Diego,2508,8/11/2023,Praise,Pending,1/28/2023
2509,Address_2509,Boston,2509,4/25/2023,Praise,Pending,1/13/2023
2510,Address_2510,Omaha,2510,6/21/2023,Complaint,Resolved,9/11/2023
2511,Address_2511,Albuquerque,2511,10/25/2023,Suggestion,Pending,7/7/2023
2512,Address_2512,Las Vegas,2512,4/9/2023,Suggestion,Pending,2/28/2023
2513,Address_2513,Louisville,2513,1/2/2023,Suggestion,Pending,12/1/2023
2514,Address_2514,Columbus,2514,9/30/2023,Suggestion,Resolved,11/15/2023
2515,Address_2515,Chicago,2515,2/9/2023,Praise,Pending,8/20/2023
2516,Address_2516,Mesa,2516,9/12/2023,Suggestion,Pending,10/27/2023
2517,Address_2517,Portland,2517,4/10/2023,Suggestion,Resolved,4/25/2023
2518,Address_2518,Oklahoma City,2518,7/1/2023,Complaint,Pending,9/25/2023
2519,Address_2519,Charlotte,2519,11/13/2023,Suggestion,Resolved,2/14/2023
2520,Address_2520,Portland,2520,11/29/2023,Suggestion,Pending,12/27/2023
2521,Address_2521,Louisville,2521,10/10/2023,Praise,Pending,10/15/2023
2522,Address_2522,Boston,2522,1/23/2023,Complaint,Pending,11/5/2023
2523,Address_2523,Tucson,2523,2/21/2023,Complaint,Pending,7/29/2023
2524,Address_2524,Columbus,2524,1/5/2023,Praise,Resolved,3/5/2023
2525,Address_2525,San Diego,2525,10/26/2023,Praise,Pending,9/2/2023
2526,Address_2526,Columbus,2526,12/29/2023,Praise,Resolved,1/31/2023
2527,Address_2527,New York,2527,10/31/2023,Praise,Resolved,5/14/2023
2528,Address_2528,Indianapolis,2528,11/20/2023,Suggestion,Resolved,5/11/2023
2529,Address_2529,Seattle,2529,5/7/2023,Praise,Pending,3/2/2023
2530,Address_2530,San Antonio,2530,9/29/2023,Complaint,Pending,11/22/2023
2531,Address_2531,Charlotte,2531,10/23/2023,Complaint,Pending,9/25/2023
2532,Address_2532,Las Vegas,2532,8/31/2023,Suggestion,Pending,5/15/2023
2533,Address_2533,San Jose,2533,8/30/2023,Praise,Pending,5/12/2023
2534,Address_2534,Dallas,2534,3/6/2023,Praise,Pending,12/18/2023
2535,Address_2535,Charlotte,2535,10/14/2023,Suggestion,Pending,5/20/2023
2536,Address_2536,Sacramento,2536,12/3/2023,Suggestion,Resolved,4/28/2023
2537,Address_2537,Las Vegas,2537,3/3/2023,Suggestion,Resolved,11/23/2023
2538,Address_2538,Tucson,2538,12/14/2023,Praise,Resolved,10/26/2023
2539,Address_2539,Indianapolis,2539,10/1/2023,Praise,Pending,10/13/2023
2540,Address_2540,San Diego,2540,10/28/2023,Complaint,Resolved,4/15/2023
2541,Address_2541,Memphis,2541,1/9/2023,Suggestion,Pending,2/20/2023
2542,Address_2542,El Paso,2542,8/27/2023,Suggestion,Resolved,4/7/2023
2543,Address_2543,Milwaukee,2543,4/2/2023,Suggestion,Pending,10/12/2023
2544,Address_2544,Omaha,2544,1/1/2023,Suggestion,Pending,2/14/2023
2545,Address_2545,Columbus,2545,9/17/2023,Praise,Resolved,9/3/2023
2546,Address_2546,Baltimore,2546,12/8/2023,Complaint,Resolved,3/8/2023
2547,Address_2547,Colorado Springs,2547,1/6/2023,Complaint,Resolved,12/28/2023
2548,Address_2548,Portland,2548,1/3/2023,Praise,Resolved,10/6/2023
2549,Address_2549,Indianapolis,2549,6/4/2023,Praise,Resolved,7/8/2023
2550,Address_2550,Philadelphia,2550,12/25/2023,Suggestion,Resolved,8/25/2023
2551,Address_2551,Tucson,2551,7/17/2023,Suggestion,Resolved,3/17/2023
2552,Address_2552,Seattle,2552,7/28/2023,Suggestion,Pending,1/18/2023
2553,Address_2553,Indianapolis,2553,6/12/2023,Praise,Pending,2/14/2023
2554,Address_2554,Fort Worth,2554,3/26/2023,Praise,Pending,10/9/2023
2555,Address_2555,Oklahoma City,2555,10/1/2023,Praise,Pending,8/13/2023
2556,Address_2556,Omaha,2556,10/16/2023,Complaint,Resolved,9/30/2023
2557,Address_2557,Memphis,2557,11/26/2023,Suggestion,Pending,10/2/2023
2558,Address_2558,Baltimore,2558,11/28/2023,Complaint,Pending,4/15/2023
2559,Address_2559,Detroit,2559,6/25/2023,Suggestion,Pending,5/3/2023
2560,Address_2560,Washington,2560,6/9/2023,Praise,Resolved,8/29/2023
2561,Address_2561,Tucson,2561,9/4/2023,Complaint,Pending,9/30/2023
2562,Address_2562,Colorado Springs,2562,6/26/2023,Complaint,Pending,8/20/2023
2563,Address_2563,Memphis,2563,8/3/2023,Praise,Pending,6/18/2023
2564,Address_2564,Washington,2564,6/26/2023,Praise,Pending,5/15/2023
2565,Address_2565,San Jose,2565,8/27/2023,Suggestion,Pending,7/13/2023
2566,Address_2566,Dallas,2566,6/4/2023,Suggestion,Resolved,5/7/2023
2567,Address_2567,Las Vegas,2567,9/29/2023,Praise,Resolved,11/5/2023
2568,Address_2568,Charlotte,2568,2/6/2023,Suggestion,Resolved,6/13/2023
2569,Address_2569,Mesa,2569,10/1/2023,Complaint,Resolved,8/31/2023
2570,Address_2570,San Jose,2570,6/30/2023,Praise,Pending,7/1/2023
2571,Address_2571,Portland,2571,1/6/2023,Praise,Resolved,2/9/2023
2572,Address_2572,Atlanta,2572,8/31/2023,Praise,Pending,4/20/2023
2573,Address_2573,San Antonio,2573,4/23/2023,Praise,Pending,10/6/2023
2574,Address_2574,San Diego,2574,4/21/2023,Praise,Pending,1/6/2023
2575,Address_2575,Atlanta,2575,5/26/2023,Suggestion,Pending,9/11/2023
2576,Address_2576,Columbus,2576,11/19/2023,Suggestion,Resolved,6/12/2023
2577,Address_2577,Fort Worth,2577,10/2/2023,Praise,Pending,2/2/2023
2578,Address_2578,Mesa,2578,6/10/2023,Complaint,Pending,5/30/2023
2579,Address_2579,Omaha,2579,11/6/2023,Suggestion,Pending,4/19/2023
2580,Address_2580,San Francisco,2580,1/3/2023,Praise,Resolved,5/12/2023
2581,Address_2581,Omaha,2581,10/20/2023,Suggestion,Resolved,8/7/2023
2582,Address_2582,Memphis,2582,6/29/2023,Suggestion,Resolved,10/19/2023
2583,Address_2583,Portland,2583,4/17/2023,Praise,Pending,2/6/2023
2584,Address_2584,New York,2584,7/29/2023,Praise,Resolved,3/25/2023
2585,Address_2585,Fresno,2585,10/24/2023,Suggestion,Resolved,2/27/2023
2586,Address_2586,Houston,2586,1/28/2023,Suggestion,Resolved,10/15/2023
2587,Address_2587,Las Vegas,2587,4/13/2023,Praise,Pending,9/10/2023
2588,Address_2588,Nashville,2588,2/5/2023,Praise,Resolved,4/9/2023
2589,Address_2589,Tucson,2589,11/20/2023,Complaint,Resolved,8/13/2023
2590,Address_2590,San Antonio,2590,3/26/2023,Complaint,Resolved,7/7/2023
2591,Address_2591,New York,2591,1/27/2023,Praise,Pending,4/8/2023
2592,Address_2592,Chicago,2592,1/15/2023,Suggestion,Pending,10/5/2023
2593,Address_2593,Charlotte,2593,6/29/2023,Complaint,Pending,4/28/2023
2594,Address_2594,Milwaukee,2594,3/22/2023,Suggestion,Pending,5/16/2023
2595,Address_2595,Indianapolis,2595,9/17/2023,Praise,Resolved,9/22/2023
2596,Address_2596,Jacksonville,2596,7/7/2023,Complaint,Resolved,3/8/2023
2597,Address_2597,Memphis,2597,2/11/2023,Praise,Resolved,10/26/2023
2598,Address_2598,Philadelphia,2598,6/30/2023,Complaint,Resolved,8/6/2023
2599,Address_2599,Memphis,2599,8/3/2023,Complaint,Resolved,1/13/2023
2600,Address_2600,San Francisco,2600,4/23/2023,Praise,Resolved,4/28/2023
2601,Address_2601,Washington,2601,4/11/2023,Suggestion,Pending,4/4/2023
2602,Address_2602,Las Vegas,2602,7/22/2023,Suggestion,Pending,10/22/2023
2603,Address_2603,San Francisco,2603,5/4/2023,Complaint,Resolved,10/11/2023
2604,Address_2604,Nashville,2604,9/12/2023,Praise,Pending,3/28/2023
2605,Address_2605,Austin,2605,11/20/2023,Praise,Pending,12/31/2023
2606,Address_2606,San Antonio,2606,11/18/2023,Praise,Pending,12/29/2023
2607,Address_2607,Colorado Springs,2607,10/12/2023,Complaint,Resolved,6/12/2023
2608,Address_2608,Phoenix,2608,2/19/2023,Praise,Resolved,7/3/2023
2609,Address_2609,Nashville,2609,8/6/2023,Complaint,Pending,12/21/2023
2610,Address_2610,Seattle,2610,10/29/2023,Suggestion,Resolved,1/25/2023
2611,Address_2611,Sacramento,2611,3/4/2023,Suggestion,Resolved,11/16/2023
2612,Address_2612,Oklahoma City,2612,1/5/2023,Complaint,Pending,4/3/2023
2613,Address_2613,Charlotte,2613,10/8/2023,Praise,Pending,7/29/2023
2614,Address_2614,Phoenix,2614,2/16/2023,Praise,Pending,4/29/2023
2615,Address_2615,San Jose,2615,7/2/2023,Praise,Pending,6/22/2023
2616,Address_2616,Fort Worth,2616,11/12/2023,Suggestion,Resolved,2/3/2023
2617,Address_2617,Nashville,2617,9/4/2023,Praise,Pending,2/13/2023
2618,Address_2618,Atlanta,2618,5/23/2023,Complaint,Resolved,11/27/2023
2619,Address_2619,Philadelphia,2619,11/17/2023,Praise,Resolved,2/22/2023
2620,Address_2620,San Antonio,2620,8/1/2023,Complaint,Resolved,4/8/2023
2621,Address_2621,Detroit,2621,11/20/2023,Praise,Resolved,9/20/2023
2622,Address_2622,San Diego,2622,3/23/2023,Suggestion,Resolved,9/28/2023
2623,Address_2623,Dallas,2623,2/9/2023,Complaint,Resolved,2/12/2023
2624,Address_2624,Portland,2624,7/12/2023,Suggestion,Pending,2/7/2023
2625,Address_2625,Houston,2625,7/19/2023,Praise,Pending,3/19/2023
2626,Address_2626,Nashville,2626,9/6/2023,Complaint,Pending,7/21/2023
2627,Address_2627,Milwaukee,2627,11/14/2023,Suggestion,Resolved,6/5/2023
2628,Address_2628,Nashville,2628,11/27/2023,Suggestion,Resolved,4/5/2023
2629,Address_2629,Omaha,2629,5/18/2023,Praise,Pending,10/7/2023
2630,Address_2630,Boston,2630,1/1/2023,Suggestion,Pending,11/4/2023
2631,Address_2631,Colorado Springs,2631,2/19/2023,Praise,Resolved,1/1/2023
2632,Address_2632,Charlotte,2632,6/8/2023,Suggestion,Pending,1/8/2023
2633,Address_2633,Sacramento,2633,4/12/2023,Praise,Resolved,1/30/2023
2634,Address_2634,Atlanta,2634,11/14/2023,Praise,Resolved,8/12/2023
2635,Address_2635,Louisville,2635,6/4/2023,Suggestion,Pending,10/21/2023
2636,Address_2636,Columbus,2636,2/13/2023,Suggestion,Resolved,8/16/2023
2637,Address_2637,Houston,2637,5/16/2023,Suggestion,Pending,7/19/2023
2638,Address_2638,Oklahoma City,2638,9/27/2023,Complaint,Pending,12/12/2023
2639,Address_2639,Fresno,2639,12/1/2023,Praise,Resolved,3/30/2023
2640,Address_2640,Fort Worth,2640,3/13/2023,Complaint,Pending,12/31/2023
2641,Address_2641,Tucson,2641,12/29/2023,Praise,Pending,10/23/2023
2642,Address_2642,Las Vegas,2642,2/16/2023,Suggestion,Pending,7/9/2023
2643,Address_2643,Oklahoma City,2643,7/12/2023,Praise,Pending,10/4/2023
2644,Address_2644,Phoenix,2644,10/19/2023,Suggestion,Resolved,9/18/2023
2645,Address_2645,Kansas City,2645,9/20/2023,Complaint,Pending,3/6/2023
2646,Address_2646,Baltimore,2646,5/14/2023,Complaint,Resolved,11/11/2023
2647,Address_2647,Las Vegas,2647,8/10/2023,Complaint,Pending,8/25/2023
2648,Address_2648,Omaha,2648,11/8/2023,Complaint,Pending,9/16/2023
2649,Address_2649,San Antonio,2649,8/19/2023,Complaint,Pending,9/1/2023
2650,Address_2650,Mesa,2650,8/2/2023,Praise,Pending,8/3/2023
2651,Address_2651,Kansas City,2651,9/28/2023,Praise,Pending,4/24/2023
2652,Address_2652,Indianapolis,2652,7/12/2023,Complaint,Resolved,8/28/2023
2653,Address_2653,Charlotte,2653,5/21/2023,Praise,Resolved,12/26/2023
2654,Address_2654,El Paso,2654,9/5/2023,Praise,Resolved,3/3/2023
2655,Address_2655,Fort Worth,2655,2/18/2023,Complaint,Resolved,12/16/2023
2656,Address_2656,Memphis,2656,5/9/2023,Praise,Resolved,5/14/2023
2657,Address_2657,Charlotte,2657,3/5/2023,Suggestion,Pending,2/2/2023
2658,Address_2658,Memphis,2658,8/11/2023,Complaint,Resolved,8/12/2023
2659,Address_2659,Nashville,2659,3/26/2023,Complaint,Resolved,11/15/2023
2660,Address_2660,Charlotte,2660,5/17/2023,Praise,Pending,10/17/2023
2661,Address_2661,Columbus,2661,11/12/2023,Praise,Pending,7/5/2023
2662,Address_2662,Indianapolis,2662,7/3/2023,Complaint,Resolved,5/14/2023
2663,Address_2663,Charlotte,2663,3/19/2023,Praise,Resolved,3/13/2023
2664,Address_2664,Houston,2664,3/30/2023,Suggestion,Resolved,8/13/2023
2665,Address_2665,Portland,2665,12/14/2023,Suggestion,Resolved,9/25/2023
2666,Address_2666,El Paso,2666,10/26/2023,Praise,Pending,10/19/2023
2667,Address_2667,Memphis,2667,6/30/2023,Complaint,Pending,9/18/2023
2668,Address_2668,Dallas,2668,9/22/2023,Suggestion,Pending,8/8/2023
2669,Address_2669,San Antonio,2669,11/16/2023,Praise,Pending,12/16/2023
2670,Address_2670,Houston,2670,12/18/2023,Complaint,Pending,5/4/2023
2671,Address_2671,Phoenix,2671,9/27/2023,Complaint,Resolved,11/18/2023
2672,Address_2672,Phoenix,2672,6/16/2023,Praise,Pending,6/10/2023
2673,Address_2673,Austin,2673,4/14/2023,Praise,Resolved,7/14/2023
2674,Address_2674,Louisville,2674,3/15/2023,Suggestion,Pending,4/6/2023
2675,Address_2675,Indianapolis,2675,5/9/2023,Complaint,Pending,4/30/2023
2676,Address_2676,Baltimore,2676,8/25/2023,Complaint,Pending,1/10/2023
2677,Address_2677,Houston,2677,12/6/2023,Complaint,Resolved,5/23/2023
2678,Address_2678,Los Angeles,2678,5/26/2023,Complaint,Resolved,4/25/2023
2679,Address_2679,Chicago,2679,2/10/2023,Suggestion,Resolved,12/14/2023
2680,Address_2680,Nashville,2680,11/13/2023,Suggestion,Pending,10/5/2023
2681,Address_2681,Philadelphia,2681,10/18/2023,Suggestion,Resolved,8/6/2023
2682,Address_2682,Seattle,2682,3/13/2023,Suggestion,Resolved,1/24/2023
2683,Address_2683,Phoenix,2683,10/17/2023,Complaint,Pending,3/3/2023
2684,Address_2684,Dallas,2684,12/20/2023,Suggestion,Pending,8/31/2023
2685,Address_2685,Oklahoma City,2685,10/16/2023,Praise,Resolved,3/25/2023
2686,Address_2686,Louisville,2686,10/5/2023,Suggestion,Pending,2/16/2023
2687,Address_2687,Detroit,2687,6/1/2023,Complaint,Pending,3/15/2023
2688,Address_2688,Seattle,2688,11/2/2023,Praise,Pending,6/25/2023
2689,Address_2689,Denver,2689,8/30/2023,Complaint,Resolved,8/3/2023
2690,Address_2690,Chicago,2690,11/14/2023,Suggestion,Pending,9/3/2023
2691,Address_2691,Dallas,2691,4/27/2023,Praise,Resolved,3/3/2023
2692,Address_2692,Mesa,2692,8/31/2023,Complaint,Resolved,11/3/2023
2693,Address_2693,Milwaukee,2693,4/20/2023,Suggestion,Pending,11/11/2023
2694,Address_2694,San Francisco,2694,3/3/2023,Praise,Pending,1/31/2023
2695,Address_2695,El Paso,2695,1/14/2023,Suggestion,Resolved,6/27/2023
2696,Address_2696,Fresno,2696,10/12/2023,Praise,Resolved,2/2/2023
2697,Address_2697,Phoenix,2697,8/30/2023,Suggestion,Resolved,5/10/2023
2698,Address_2698,Charlotte,2698,10/26/2023,Praise,Pending,3/3/2023
2699,Address_2699,Chicago,2699,3/4/2023,Suggestion,Pending,4/8/2023
2700,Address_2700,Denver,2700,3/29/2023,Suggestion,Resolved,8/14/2023
2701,Address_2701,Louisville,2701,2/23/2023,Suggestion,Resolved,11/25/2023
2702,Address_2702,Chicago,2702,6/24/2023,Complaint,Resolved,3/30/2023
2703,Address_2703,Kansas City,2703,11/24/2023,Complaint,Pending,8/19/2023
2704,Address_2704,Houston,2704,5/13/2023,Suggestion,Pending,9/27/2023
2705,Address_2705,Las Vegas,2705,10/8/2023,Suggestion,Resolved,7/5/2023
2706,Address_2706,Milwaukee,2706,2/6/2023,Praise,Resolved,10/8/2023
2707,Address_2707,Austin,2707,4/25/2023,Praise,Pending,8/19/2023
2708,Address_2708,Atlanta,2708,4/11/2023,Complaint,Pending,6/9/2023
2709,Address_2709,New York,2709,10/15/2023,Praise,Pending,4/15/2023
2710,Address_2710,Dallas,2710,3/6/2023,Complaint,Pending,2/22/2023
2711,Address_2711,San Francisco,2711,10/28/2023,Suggestion,Resolved,9/2/2023
2712,Address_2712,New York,2712,7/13/2023,Suggestion,Resolved,4/20/2023
2713,Address_2713,Chicago,2713,10/27/2023,Suggestion,Pending,5/18/2023
2714,Address_2714,Detroit,2714,3/12/2023,Complaint,Resolved,9/9/2023
2715,Address_2715,Milwaukee,2715,7/17/2023,Complaint,Pending,8/29/2023
2716,Address_2716,Detroit,2716,11/15/2023,Praise,Resolved,1/21/2023
2717,Address_2717,El Paso,2717,12/25/2023,Praise,Resolved,7/27/2023
2718,Address_2718,Baltimore,2718,1/25/2023,Complaint,Pending,9/21/2023
2719,Address_2719,Jacksonville,2719,5/17/2023,Praise,Pending,12/19/2023
2720,Address_2720,San Diego,2720,9/7/2023,Praise,Pending,8/4/2023
2721,Address_2721,Boston,2721,6/29/2023,Praise,Resolved,11/3/2023
2722,Address_2722,Washington,2722,6/22/2023,Praise,Resolved,12/1/2023
2723,Address_2723,Charlotte,2723,5/29/2023,Suggestion,Pending,12/11/2023
2724,Address_2724,Jacksonville,2724,12/15/2023,Complaint,Resolved,8/7/2023
2725,Address_2725,Oklahoma City,2725,1/26/2023,Complaint,Pending,6/2/2023
2726,Address_2726,El Paso,2726,12/28/2023,Complaint,Pending,7/3/2023
2727,Address_2727,New York,2727,9/8/2023,Suggestion,Pending,9/12/2023
2728,Address_2728,Los Angeles,2728,10/24/2023,Suggestion,Pending,10/1/2023
2729,Address_2729,Denver,2729,11/23/2023,Complaint,Resolved,12/22/2023
2730,Address_2730,Columbus,2730,10/7/2023,Praise,Pending,12/14/2023
2731,Address_2731,San Diego,2731,9/18/2023,Suggestion,Pending,5/22/2023
2732,Address_2732,Kansas City,2732,8/11/2023,Praise,Resolved,6/29/2023
2733,Address_2733,Fort Worth,2733,3/23/2023,Praise,Resolved,10/11/2023
2734,Address_2734,Detroit,2734,6/23/2023,Praise,Pending,7/26/2023
2735,Address_2735,Portland,2735,6/24/2023,Complaint,Resolved,9/10/2023
2736,Address_2736,Memphis,2736,3/22/2023,Complaint,Resolved,6/7/2023
2737,Address_2737,Charlotte,2737,1/19/2023,Praise,Resolved,9/18/2023
2738,Address_2738,New York,2738,10/26/2023,Suggestion,Resolved,7/15/2023
2739,Address_2739,Louisville,2739,1/25/2023,Complaint,Resolved,3/12/2023
2740,Address_2740,Chicago,2740,4/19/2023,Complaint,Pending,6/16/2023
2741,Address_2741,Seattle,2741,1/4/2023,Complaint,Pending,6/12/2023
2742,Address_2742,Fresno,2742,2/2/2023,Complaint,Resolved,4/2/2023
2743,Address_2743,Albuquerque,2743,6/11/2023,Suggestion,Resolved,10/20/2023
2744,Address_2744,Memphis,2744,10/14/2023,Suggestion,Pending,11/20/2023
2745,Address_2745,Boston,2745,12/13/2023,Complaint,Pending,11/10/2023
2746,Address_2746,Detroit,2746,12/17/2023,Suggestion,Resolved,4/24/2023
2747,Address_2747,Colorado Springs,2747,10/30/2023,Complaint,Pending,9/24/2023
2748,Address_2748,San Diego,2748,12/11/2023,Complaint,Resolved,9/17/2023
2749,Address_2749,Denver,2749,12/11/2023,Praise,Resolved,11/20/2023
2750,Address_2750,Washington,2750,11/7/2023,Suggestion,Resolved,3/31/2023
2751,Address_2751,Memphis,2751,4/17/2023,Praise,Pending,3/14/2023
2752,Address_2752,Tucson,2752,5/19/2023,Praise,Resolved,3/18/2023
2753,Address_2753,Kansas City,2753,11/20/2023,Suggestion,Pending,6/29/2023
2754,Address_2754,Sacramento,2754,9/8/2023,Complaint,Pending,3/20/2023
2755,Address_2755,Chicago,2755,5/11/2023,Complaint,Pending,12/29/2023
2756,Address_2756,Denver,2756,1/3/2023,Suggestion,Resolved,6/4/2023
2757,Address_2757,Jacksonville,2757,4/7/2023,Praise,Resolved,9/22/2023
2758,Address_2758,Portland,2758,1/5/2023,Complaint,Pending,1/18/2023
2759,Address_2759,Charlotte,2759,10/6/2023,Praise,Resolved,8/12/2023
2760,Address_2760,Austin,2760,11/19/2023,Praise,Resolved,6/15/2023
2761,Address_2761,Detroit,2761,1/13/2023,Praise,Resolved,10/21/2023
2762,Address_2762,Las Vegas,2762,10/15/2023,Suggestion,Resolved,6/18/2023
2763,Address_2763,San Jose,2763,3/10/2023,Praise,Pending,1/10/2023
2764,Address_2764,Albuquerque,2764,2/7/2023,Complaint,Pending,5/15/2023
2765,Address_2765,Atlanta,2765,2/17/2023,Complaint,Resolved,3/20/2023
2766,Address_2766,Houston,2766,9/1/2023,Praise,Resolved,5/19/2023
2767,Address_2767,San Jose,2767,4/6/2023,Suggestion,Pending,7/11/2023
2768,Address_2768,Dallas,2768,8/12/2023,Praise,Pending,2/12/2023
2769,Address_2769,Fresno,2769,7/10/2023,Praise,Pending,12/5/2023
2770,Address_2770,Atlanta,2770,1/23/2023,Praise,Pending,6/9/2023
2771,Address_2771,San Antonio,2771,1/12/2023,Complaint,Resolved,3/13/2023
2772,Address_2772,New York,2772,5/4/2023,Suggestion,Resolved,2/20/2023
2773,Address_2773,Fort Worth,2773,1/21/2023,Praise,Pending,5/10/2023
2774,Address_2774,Nashville,2774,2/5/2023,Suggestion,Resolved,6/23/2023
2775,Address_2775,Austin,2775,10/10/2023,Suggestion,Pending,9/12/2023
2776,Address_2776,Columbus,2776,10/31/2023,Praise,Resolved,7/23/2023
2777,Address_2777,Fresno,2777,5/7/2023,Praise,Pending,11/14/2023
2778,Address_2778,Fresno,2778,7/31/2023,Complaint,Resolved,9/23/2023
2779,Address_2779,Boston,2779,4/30/2023,Praise,Pending,1/12/2023
2780,Address_2780,Houston,2780,4/15/2023,Complaint,Pending,5/4/2023
